user_id,risk_level,fraud_count,risk_score
USER_077095,1,1,28
USER_068656,2,1,60
USER_054431,1,0,16
USER_062287,3,9,84
USER_124786,3,7,75
USER_058676,1,0,21
USER_189737,2,2,43
USER_157104,1,1,18
USER_122499,2,2,57
USER_016341,1,1,16
USER_102920,2,3,64
USER_131057,3,3,84
USER_148319,2,3,42
USER_186147,1,1,37
USER_147825,1,1,20
USER_189506,1,0,39
USER_014045,1,0,21
USER_099111,1,0,13
USER_084022,2,2,61
USER_122622,1,1,21
USER_014179,1,1,15
USER_000129,1,0,34
USER_142461,3,8,95
USER_058857,3,5,81
USER_182790,3,6,95
USER_107126,2,1,55
USER_079648,2,2,62
USER_065758,2,1,63
USER_174810,1,0,22
USER_172854,1,1,15
USER_115330,1,0,11
USER_101627,2,1,53
USER_198941,3,8,83
USER_174889,1,0,31
USER_065389,2,1,66
USER_002332,3,6,75
USER_119345,3,9,94
USER_180885,1,0,16
USER_164488,1,1,14
USER_110795,1,1,25
USER_032535,1,1,36
USER_192621,1,1,26
USER_176341,1,0,35
USER_164026,2,3,45
USER_187231,2,1,63
USER_131341,2,3,60
USER_113064,2,2,40
USER_028991,1,0,31
USER_159950,1,0,16
USER_165746,1,1,15
USER_197291,1,0,31
USER_032582,1,0,16
USER_065205,1,0,36
USER_135527,2,3,63
USER_109963,2,2,59
USER_079161,3,5,92
USER_188386,2,2,49
USER_133720,3,3,88
USER_008011,3,8,80
USER_023212,2,2,58
USER_062058,2,1,48
USER_170444,1,0,27
USER_005589,1,1,16
USER_038560,1,0,33
USER_103547,1,0,29
USER_092136,1,1,27
USER_163963,1,1,17
USER_025398,2,2,47
USER_138521,3,9,90
USER_192314,1,0,20
USER_029120,1,0,37
USER_199288,3,8,77
USER_125290,1,1,30
USER_028369,3,3,73
USER_059334,1,1,32
USER_187914,2,3,64
USER_077373,3,4,82
USER_094123,3,5,70
USER_149640,1,1,23
USER_080919,1,0,17
USER_018912,2,3,66
USER_120577,1,1,18
USER_175770,2,1,46
USER_115883,1,1,30
USER_151428,3,5,83
USER_107537,1,1,15
USER_013897,1,1,22
USER_086823,3,6,86
USER_189400,3,8,78
USER_017148,2,3,52
USER_171866,1,0,22
USER_015867,1,0,27
USER_140887,3,6,95
USER_098929,1,1,18
USER_097737,1,1,39
USER_009498,3,7,83
USER_014686,2,1,59
USER_087998,2,2,54
USER_035907,1,0,38
USER_108805,1,0,12
USER_142129,1,1,25
USER_061829,2,1,53
USER_151986,3,9,71
USER_024547,3,8,78
USER_116485,3,4,96
USER_159713,1,1,30
USER_018431,1,1,16
USER_161983,3,3,89
USER_141973,2,3,50
USER_064208,1,0,38
USER_070891,1,0,35
USER_193215,2,3,53
USER_065276,3,6,78
USER_174935,3,8,94
USER_121087,2,3,40
USER_096578,1,1,28
USER_017954,1,0,22
USER_034545,3,9,80
USER_055711,3,7,84
USER_194403,1,0,13
USER_193261,3,7,84
USER_171771,2,1,47
USER_164692,3,8,81
USER_156758,2,1,63
USER_164959,3,4,92
USER_173939,3,7,74
USER_002041,1,0,12
USER_036083,1,1,32
USER_036485,1,1,34
USER_172195,1,0,24
USER_123512,1,1,14
USER_008354,2,1,45
USER_051681,1,0,39
USER_137765,2,2,53
USER_070770,1,1,21
USER_178024,1,1,36
USER_198014,3,3,86
USER_007055,1,0,24
USER_114886,1,1,33
USER_092621,1,1,19
USER_093462,3,4,76
USER_084641,1,0,30
USER_053516,1,1,22
USER_070141,3,5,87
USER_049212,2,1,48
USER_125778,2,1,46
USER_165226,2,1,49
USER_105962,1,0,34
USER_177243,3,3,86
USER_112688,1,1,27
USER_160324,1,1,37
USER_029719,3,6,72
USER_090870,1,0,29
USER_029454,3,5,81
USER_031331,2,3,61
USER_131932,1,1,24
USER_045283,1,1,38
USER_041079,1,1,23
USER_049342,2,1,43
USER_115302,1,0,25
USER_133385,1,0,37
USER_038444,1,0,34
USER_041342,2,3,67
USER_175512,2,1,43
USER_167001,2,2,54
USER_126313,1,1,24
USER_020074,1,1,20
USER_147531,2,1,58
USER_192023,1,1,24
USER_037798,2,1,54
USER_036525,1,0,38
USER_181567,3,4,95
USER_177602,3,6,83
USER_062334,1,0,11
USER_105838,1,0,10
USER_086237,1,0,31
USER_165254,1,0,34
USER_013392,1,0,11
USER_122730,1,0,10
USER_089393,1,0,20
USER_109717,1,1,34
USER_173368,1,1,38
USER_133718,1,1,10
USER_025687,1,0,18
USER_179536,1,0,23
USER_003902,2,1,42
USER_053382,1,0,12
USER_181974,1,1,30
USER_163991,1,1,15
USER_143320,1,1,39
USER_199370,1,1,12
USER_084237,3,7,91
USER_079760,1,1,34
USER_076213,3,8,91
USER_140052,2,3,46
USER_091591,2,3,43
USER_033806,1,0,18
USER_008198,3,7,73
USER_059549,1,0,11
USER_197310,2,1,44
USER_023073,2,3,50
USER_081714,1,0,25
USER_181874,1,1,19
USER_019809,1,1,18
USER_143164,1,1,27
USER_023347,3,3,85
USER_010011,1,1,16
USER_002114,1,1,31
USER_145967,2,3,52
USER_010473,1,0,22
USER_045830,1,0,15
USER_166314,3,8,88
USER_076501,1,1,28
USER_052525,2,2,63
USER_121455,2,1,41
USER_126256,1,1,20
USER_050719,3,5,73
USER_134080,1,1,12
USER_122492,2,3,48
USER_063053,1,1,37
USER_181270,1,1,15
USER_006685,1,0,20
USER_109528,1,0,35
USER_020525,2,2,50
USER_199325,2,3,63
USER_106241,1,1,27
USER_009681,2,1,52
USER_091847,1,1,17
USER_085255,1,1,31
USER_172515,3,5,86
USER_074595,1,0,23
USER_149517,1,0,12
USER_003212,1,1,21
USER_101644,1,0,35
USER_071146,1,1,25
USER_099289,3,3,97
USER_193988,2,3,50
USER_131015,2,1,65
USER_114379,1,0,22
USER_199624,3,9,88
USER_058592,3,8,88
USER_002725,3,8,90
USER_121313,1,0,16
USER_179543,1,1,21
USER_185004,1,0,23
USER_165960,1,0,26
USER_139712,2,3,59
USER_178427,2,1,40
USER_198873,3,8,97
USER_149174,1,0,22
USER_031207,3,9,86
USER_174853,2,3,54
USER_160947,3,3,76
USER_043041,1,0,21
USER_198359,3,7,90
USER_142230,2,1,58
USER_037825,1,0,16
USER_047024,1,0,33
USER_129166,2,2,47
USER_012330,1,1,12
USER_028412,2,3,59
USER_123180,1,0,36
USER_089318,2,1,54
USER_090254,1,0,23
USER_108803,3,6,92
USER_097661,2,2,58
USER_185454,1,1,25
USER_174862,1,0,28
USER_008114,1,0,18
USER_171074,1,1,22
USER_164825,1,1,29
USER_088881,1,0,20
USER_134613,3,8,75
USER_142927,1,1,18
USER_118316,3,3,95
USER_110252,3,4,73
USER_168156,3,8,90
USER_077902,1,0,16
USER_030856,1,0,31
USER_108180,2,2,51
USER_066529,1,0,21
USER_181545,1,0,24
USER_111284,1,1,24
USER_160422,2,3,61
USER_132589,2,3,41
USER_151009,1,0,32
USER_000007,3,3,92
USER_197138,3,4,93
USER_052568,1,0,35
USER_184998,3,3,70
USER_069995,1,1,35
USER_170243,3,7,70
USER_193698,3,4,91
USER_023232,3,8,72
USER_120422,2,3,53
USER_124822,1,0,23
USER_190854,1,1,24
USER_062312,1,0,24
USER_140491,2,3,57
USER_137572,1,1,11
USER_134896,3,6,77
USER_189002,2,1,44
USER_003236,2,1,69
USER_075510,2,1,54
USER_095515,2,1,41
USER_024204,1,0,11
USER_182460,1,1,22
USER_064311,1,1,29
USER_047251,3,6,77
USER_160708,1,1,13
USER_187649,2,1,69
USER_087967,3,3,76
USER_190986,3,7,73
USER_133344,1,0,11
USER_185099,2,1,49
USER_011480,1,0,25
USER_122258,2,2,69
USER_153149,2,2,65
USER_064676,2,1,66
USER_048401,1,0,10
USER_001573,2,1,49
USER_057704,3,5,96
USER_159121,1,1,38
USER_056490,1,1,11
USER_158013,1,1,35
USER_041856,2,3,52
USER_128568,1,1,34
USER_091936,2,3,41
USER_051760,1,0,16
USER_057385,2,1,65
USER_177267,2,2,67
USER_032096,1,1,15
USER_096643,1,0,11
USER_079021,2,3,60
USER_185267,1,1,19
USER_085713,2,1,48
USER_153152,3,5,78
USER_089540,1,0,24
USER_193061,3,3,90
USER_027749,2,3,48
USER_078448,2,1,46
USER_121927,3,5,72
USER_180735,1,0,26
USER_018041,1,1,19
USER_178050,1,0,36
USER_159553,1,1,30
USER_114113,3,6,87
USER_074231,1,1,18
USER_170386,1,1,26
USER_119526,3,9,79
USER_004912,3,9,96
USER_031198,3,8,89
USER_142069,2,2,48
USER_181044,1,1,14
USER_127615,1,0,25
USER_107933,2,2,52
USER_130340,1,0,15
USER_012036,1,0,10
USER_164541,1,1,22
USER_084146,1,1,26
USER_056703,2,1,48
USER_101608,2,3,56
USER_001037,2,2,48
USER_002505,1,0,38
USER_059477,3,3,71
USER_137994,1,1,18
USER_043709,2,2,43
USER_023401,1,0,28
USER_141623,3,3,78
USER_050279,1,0,31
USER_019812,3,4,94
USER_140355,2,2,48
USER_142543,3,4,95
USER_170994,2,1,41
USER_072817,2,1,55
USER_078018,2,3,45
USER_118055,3,7,86
USER_039925,1,1,20
USER_173693,2,2,42
USER_051202,1,0,26
USER_028050,3,3,78
USER_185951,3,5,72
USER_171114,2,2,60
USER_028778,3,3,77
USER_090958,3,6,75
USER_009759,1,0,29
USER_119883,1,1,21
USER_140918,1,0,34
USER_092220,3,3,76
USER_159282,3,3,82
USER_011631,2,1,65
USER_139072,3,9,71
USER_032387,3,9,98
USER_166645,1,0,18
USER_051993,3,6,92
USER_046573,1,0,27
USER_199931,3,7,74
USER_165149,3,9,94
USER_049611,2,1,67
USER_153816,1,1,24
USER_153770,1,0,23
USER_199998,1,0,16
USER_156754,2,1,47
USER_181255,2,3,52
USER_094643,1,1,35
USER_051768,2,1,61
USER_130245,1,0,31
USER_020110,2,2,59
USER_154740,1,0,22
USER_093732,2,1,53
USER_070699,2,3,65
USER_195164,1,0,14
USER_044360,1,0,23
USER_111845,1,0,14
USER_047584,3,6,74
USER_187983,2,3,52
USER_097715,1,1,36
USER_170824,3,7,88
USER_100619,2,3,65
USER_022587,1,1,19
USER_116142,3,4,94
USER_075614,3,8,73
USER_136800,2,1,51
USER_185973,2,2,55
USER_121956,2,2,58
USER_049198,1,0,13
USER_056028,1,0,14
USER_046338,2,2,63
USER_104114,1,1,36
USER_197428,2,1,44
USER_122675,2,2,61
USER_146020,3,6,81
USER_140517,1,0,33
USER_197466,2,1,47
USER_162901,1,0,38
USER_020334,2,2,42
USER_009195,2,1,55
USER_144330,1,1,33
USER_107898,2,1,50
USER_122480,2,3,48
USER_034558,2,3,63
USER_143716,1,1,22
USER_081909,3,4,94
USER_067303,3,7,76
USER_080299,1,1,14
USER_108304,1,0,22
USER_001345,2,2,57
USER_017864,2,3,43
USER_195041,1,0,32
USER_123218,1,1,31
USER_198189,3,8,83
USER_004607,1,0,37
USER_060053,2,3,67
USER_027540,3,3,80
USER_041290,1,1,32
USER_059726,3,4,74
USER_137779,1,0,23
USER_093713,2,3,49
USER_070037,2,2,62
USER_186610,2,2,59
USER_002866,1,0,22
USER_173271,1,0,19
USER_097941,1,1,17
USER_025809,2,2,54
USER_191983,1,0,32
USER_053693,2,1,63
USER_134681,1,1,24
USER_036703,1,0,11
USER_123631,1,1,15
USER_189204,1,1,15
USER_087882,1,1,11
USER_140770,3,3,93
USER_068743,1,0,14
USER_076317,1,0,10
USER_197918,3,7,91
USER_149125,1,0,37
USER_048227,1,1,36
USER_178750,3,4,76
USER_128001,2,1,42
USER_038679,1,1,31
USER_139852,2,2,64
USER_149038,2,1,54
USER_111323,1,1,26
USER_089175,3,8,77
USER_013469,2,2,64
USER_116847,2,2,69
USER_047796,3,4,93
USER_124641,2,2,45
USER_046279,1,0,24
USER_093965,2,2,55
USER_140950,1,1,35
USER_018752,3,5,99
USER_183636,3,5,91
USER_068388,3,4,85
USER_086997,1,0,29
USER_181583,3,6,84
USER_116241,1,0,22
USER_182813,2,2,58
USER_008857,1,0,14
USER_150431,1,0,35
USER_079131,1,0,24
USER_139015,3,4,74
USER_033202,2,2,64
USER_069162,1,0,16
USER_196587,1,1,38
USER_178217,3,7,90
USER_171446,2,3,49
USER_011874,2,1,65
USER_010654,1,1,17
USER_142355,1,1,14
USER_085759,3,9,89
USER_062351,2,2,53
USER_104243,3,9,74
USER_178079,2,3,62
USER_085058,2,3,43
USER_176836,3,9,82
USER_140514,3,5,98
USER_046254,1,0,14
USER_183060,1,0,12
USER_147081,1,0,14
USER_059941,1,1,13
USER_028341,1,1,16
USER_070233,1,1,31
USER_078631,2,3,52
USER_142827,3,3,88
USER_079537,1,1,19
USER_067711,2,1,52
USER_065331,3,5,84
USER_140577,1,0,26
USER_090104,2,2,42
USER_090962,2,3,58
USER_158298,2,2,40
USER_051531,1,1,29
USER_152305,1,1,15
USER_128561,1,0,29
USER_186631,3,3,96
USER_046318,1,1,32
USER_048987,2,1,40
USER_094672,3,3,75
USER_040691,3,3,78
USER_184116,1,1,11
USER_144443,1,0,35
USER_130225,2,1,59
USER_044386,2,2,65
USER_132287,1,1,36
USER_167934,1,1,12
USER_123171,2,1,53
USER_012532,1,0,23
USER_193306,1,1,23
USER_003228,2,2,54
USER_007649,1,1,25
USER_055902,2,2,61
USER_046873,1,0,38
USER_079590,2,1,42
USER_111748,1,0,27
USER_161944,1,1,17
USER_112802,1,1,10
USER_135458,1,1,19
USER_102205,2,1,66
USER_111156,1,0,37
USER_148122,1,1,17
USER_001418,1,0,22
USER_170240,3,6,75
USER_027100,1,0,22
USER_108150,3,8,80
USER_168937,3,5,87
USER_099504,1,1,37
USER_194634,2,1,54
USER_140749,1,1,11
USER_027419,2,3,56
USER_062379,3,4,87
USER_118882,1,1,29
USER_134248,2,1,48
USER_036555,1,1,20
USER_015920,1,1,25
USER_038615,1,1,33
USER_020575,2,2,64
USER_094493,3,8,83
USER_093635,3,6,96
USER_116760,1,0,36
USER_146752,1,1,25
USER_139005,3,3,70
USER_002847,3,6,91
USER_083374,1,0,33
USER_086700,3,4,79
USER_052008,1,1,22
USER_093003,3,8,97
USER_157486,1,1,22
USER_171196,3,5,81
USER_047725,1,0,36
USER_035195,1,1,29
USER_010357,1,0,21
USER_169513,3,8,75
USER_116019,3,9,71
USER_111125,2,3,48
USER_194203,1,1,14
USER_002589,2,2,51
USER_099280,2,3,59
USER_102858,1,1,15
USER_046484,1,0,39
USER_085886,1,1,20
USER_152301,1,1,34
USER_111236,2,3,41
USER_099706,3,7,81
USER_140295,2,3,49
USER_146106,2,2,68
USER_029168,3,9,80
USER_081240,1,1,28
USER_052942,1,0,16
USER_002541,2,3,64
USER_141573,1,0,11
USER_148044,1,0,31
USER_198166,3,5,90
USER_107105,1,1,12
USER_002864,2,2,43
USER_051421,2,2,54
USER_001742,2,3,69
USER_032627,2,3,46
USER_139946,1,0,24
USER_106955,1,0,19
USER_107704,1,0,27
USER_122534,3,6,73
USER_005023,1,1,11
USER_120954,1,1,25
USER_171063,1,1,23
USER_013247,2,2,60
USER_053904,1,0,34
USER_118125,1,0,30
USER_059408,3,6,72
USER_176334,3,9,81
USER_138097,3,4,93
USER_172444,1,1,32
USER_182287,3,3,77
USER_029963,1,0,34
USER_140097,2,1,61
USER_079991,1,0,12
USER_100889,1,0,23
USER_036868,1,0,20
USER_144044,3,3,86
USER_155083,1,0,20
USER_087095,1,0,17
USER_081237,3,8,96
USER_039643,1,0,11
USER_117826,2,2,68
USER_194081,3,6,73
USER_181756,2,3,57
USER_176080,1,0,24
USER_190679,3,4,85
USER_081821,1,1,26
USER_003888,1,1,16
USER_047669,3,5,86
USER_102431,1,0,10
USER_112391,2,2,43
USER_170528,1,1,30
USER_032014,2,2,64
USER_193328,3,9,72
USER_104877,3,8,80
USER_113599,1,0,24
USER_008791,2,1,46
USER_164016,2,3,48
USER_077979,2,2,62
USER_108838,1,1,28
USER_083429,2,2,56
USER_040332,1,1,28
USER_044743,3,8,80
USER_179879,2,2,53
USER_057482,3,8,85
USER_006313,1,1,31
USER_025674,2,3,69
USER_033159,1,0,20
USER_080082,3,3,71
USER_145616,1,0,16
USER_195053,1,1,19
USER_087445,3,3,74
USER_163929,3,6,87
USER_068055,1,0,10
USER_141091,3,9,90
USER_016634,2,3,44
USER_122984,3,3,77
USER_136956,1,0,31
USER_101950,3,9,96
USER_108177,3,3,89
USER_003914,1,0,15
USER_064998,1,0,29
USER_166493,1,1,16
USER_008656,1,1,31
USER_175292,1,1,33
USER_039929,1,1,39
USER_136828,2,3,43
USER_154345,2,3,53
USER_194576,2,1,69
USER_087817,1,0,20
USER_157427,1,1,33
USER_186976,1,0,27
USER_037867,1,1,34
USER_154880,3,4,97
USER_114107,1,0,19
USER_116331,1,1,33
USER_068589,1,1,26
USER_180314,3,5,90
USER_114242,3,6,71
USER_188064,2,2,66
USER_020698,1,0,27
USER_151312,3,8,95
USER_023523,2,2,61
USER_121040,1,0,28
USER_088037,2,1,58
USER_155445,1,0,29
USER_086818,1,1,20
USER_105561,1,0,39
USER_061627,1,1,24
USER_143981,3,6,89
USER_014944,1,0,13
USER_148237,2,3,42
USER_099538,1,1,22
USER_004271,2,3,54
USER_137624,3,6,96
USER_017804,3,7,77
USER_117841,1,0,19
USER_078370,1,1,15
USER_024825,2,2,42
USER_073061,2,2,54
USER_084749,1,1,11
USER_051153,2,2,63
USER_131585,1,1,31
USER_121766,1,1,33
USER_094983,3,3,96
USER_005029,2,1,44
USER_093505,1,0,21
USER_095061,2,1,61
USER_013250,1,1,12
USER_066326,1,1,27
USER_170742,2,2,55
USER_064554,1,1,13
USER_055321,1,1,12
USER_128590,2,2,57
USER_070303,2,1,67
USER_022312,1,1,15
USER_142975,1,1,27
USER_042432,3,7,88
USER_142938,3,8,88
USER_129005,1,0,19
USER_062451,1,0,22
USER_154161,2,3,46
USER_031778,2,3,55
USER_142866,2,1,43
USER_117294,1,1,17
USER_145410,1,1,24
USER_015659,1,1,38
USER_044397,1,1,23
USER_044870,3,7,79
USER_105136,1,1,31
USER_074215,1,0,39
USER_015978,2,2,58
USER_117468,1,0,22
USER_160388,3,6,71
USER_068939,2,3,50
USER_143766,1,1,27
USER_180300,1,1,38
USER_129584,3,4,97
USER_166468,2,2,58
USER_077359,3,9,79
USER_150050,1,0,10
USER_092611,3,4,92
USER_098064,1,0,38
USER_167564,2,1,49
USER_083812,2,3,44
USER_172813,2,3,55
USER_086217,3,8,88
USER_158701,1,1,12
USER_001071,2,1,49
USER_174466,3,5,83
USER_018302,3,3,83
USER_113408,1,1,25
USER_176758,2,1,63
USER_025800,3,4,95
USER_006102,2,3,42
USER_139309,1,1,25
USER_031373,1,1,10
USER_103907,1,1,15
USER_093884,2,2,42
USER_036047,1,0,37
USER_072343,1,1,24
USER_067756,2,3,46
USER_004404,1,1,32
USER_049481,1,0,38
USER_172064,1,0,15
USER_134723,1,0,39
USER_136520,1,1,19
USER_070036,1,1,27
USER_153706,2,3,60
USER_004623,2,3,42
USER_000034,1,0,22
USER_082708,1,1,13
USER_107260,1,0,35
USER_125316,1,1,12
USER_054367,1,1,25
USER_160004,3,5,98
USER_127382,1,0,20
USER_090625,2,2,53
USER_104033,1,0,27
USER_125261,1,0,16
USER_051466,1,0,11
USER_015296,3,6,74
USER_040433,2,1,64
USER_009109,1,1,27
USER_066013,1,1,37
USER_101933,1,0,31
USER_019994,2,2,67
USER_146770,1,0,16
USER_024626,1,0,12
USER_060980,1,0,24
USER_004233,2,3,68
USER_149220,2,1,58
USER_086257,1,1,19
USER_020207,1,0,30
USER_178411,1,0,39
USER_031558,1,0,36
USER_133377,1,1,17
USER_001417,3,8,99
USER_048980,2,2,53
USER_098853,3,9,75
USER_099699,3,7,71
USER_119869,1,0,36
USER_007181,1,1,11
USER_185531,1,1,15
USER_098158,2,3,50
USER_054259,1,0,30
USER_169836,1,0,32
USER_189954,1,0,27
USER_180956,2,1,59
USER_013155,1,0,18
USER_174334,3,5,98
USER_052506,2,1,62
USER_059943,1,1,11
USER_007330,2,1,62
USER_029278,1,0,18
USER_079485,1,0,22
USER_179561,1,0,38
USER_034320,3,4,96
USER_074922,2,1,63
USER_016531,1,0,30
USER_084620,1,1,39
USER_185074,3,7,70
USER_171058,3,4,89
USER_014274,1,1,39
USER_152662,1,0,35
USER_030359,2,2,60
USER_019521,1,1,21
USER_027246,1,1,10
USER_073019,2,1,58
USER_004033,3,3,98
USER_153728,1,0,14
USER_106629,1,1,38
USER_027353,1,1,11
USER_057766,2,3,66
USER_037423,2,3,49
USER_079639,1,1,39
USER_092292,1,0,28
USER_053355,2,1,48
USER_024937,1,0,30
USER_121408,2,2,40
USER_112513,1,0,12
USER_076302,3,3,93
USER_050172,1,1,35
USER_085892,1,0,31
USER_014145,1,0,18
USER_061784,1,1,31
USER_135020,3,9,81
USER_181908,1,0,18
USER_155084,1,0,39
USER_150002,1,1,16
USER_165546,1,0,33
USER_020690,3,7,95
USER_159518,2,3,52
USER_148607,2,3,57
USER_194017,2,2,63
USER_104713,2,2,50
USER_014347,1,1,11
USER_003002,1,1,10
USER_028192,2,3,57
USER_161624,1,0,16
USER_117335,1,0,11
USER_154231,1,1,22
USER_033479,1,1,18
USER_124054,1,0,33
USER_141703,3,5,81
USER_036072,1,1,12
USER_052616,1,1,15
USER_149618,1,0,11
USER_059664,2,1,41
USER_138389,1,0,27
USER_035022,3,4,75
USER_172423,1,0,11
USER_007324,3,3,71
USER_189694,3,6,82
USER_194204,2,3,53
USER_181125,1,1,22
USER_031604,1,0,10
USER_176633,1,1,14
USER_154839,2,3,51
USER_163297,2,2,52
USER_020741,1,1,13
USER_075566,2,2,46
USER_160921,2,3,40
USER_181439,1,1,26
USER_150352,3,3,86
USER_144400,1,0,27
USER_061857,1,0,19
USER_110477,1,0,15
USER_133478,3,5,85
USER_166187,1,0,25
USER_053098,1,1,26
USER_056245,2,1,53
USER_056420,1,1,28
USER_089329,1,0,14
USER_150344,3,3,85
USER_068314,1,1,32
USER_046140,2,3,42
USER_190714,2,1,65
USER_179699,2,2,62
USER_157273,3,5,79
USER_008263,3,5,93
USER_014462,1,1,14
USER_018366,1,1,31
USER_119703,2,3,40
USER_046171,1,0,21
USER_135064,1,1,28
USER_164577,3,7,87
USER_100309,1,0,20
USER_057500,2,1,69
USER_001102,1,0,39
USER_114517,2,3,64
USER_028406,3,8,72
USER_124474,3,6,72
USER_020850,1,0,30
USER_023210,3,5,74
USER_087982,1,1,25
USER_135914,3,8,95
USER_003427,1,1,28
USER_081253,1,1,31
USER_117476,3,5,75
USER_056595,2,2,41
USER_056788,2,3,56
USER_182509,2,3,43
USER_113400,1,1,32
USER_115226,1,1,22
USER_119081,1,0,25
USER_119518,1,1,21
USER_043570,2,3,59
USER_196294,1,0,32
USER_173058,2,1,60
USER_194293,1,1,15
USER_058550,1,0,16
USER_088633,2,3,59
USER_114604,3,6,78
USER_103997,2,1,66
USER_197290,1,0,33
USER_072954,3,9,77
USER_020037,1,0,14
USER_003983,1,1,13
USER_145146,1,1,19
USER_085320,2,2,62
USER_157418,2,2,55
USER_065945,3,3,89
USER_001649,2,3,52
USER_047715,1,0,13
USER_062043,1,0,21
USER_142743,3,9,78
USER_083790,2,2,40
USER_032463,1,0,22
USER_127157,1,1,39
USER_027264,1,1,39
USER_077571,3,7,86
USER_128284,2,3,46
USER_140919,1,1,27
USER_025184,3,7,94
USER_085391,2,1,60
USER_150222,2,3,56
USER_123380,1,0,31
USER_038112,1,0,29
USER_044653,1,1,36
USER_147659,2,2,49
USER_067342,2,2,48
USER_196921,1,0,33
USER_015150,2,2,52
USER_121428,1,0,17
USER_165161,2,2,58
USER_183102,1,1,36
USER_037193,1,0,27
USER_049881,3,3,81
USER_010646,1,1,31
USER_188411,1,0,36
USER_044090,2,3,66
USER_014671,2,1,53
USER_060114,1,1,27
USER_046082,1,1,32
USER_138688,1,0,19
USER_011563,3,9,91
USER_124635,2,3,48
USER_009435,1,0,34
USER_181460,3,7,88
USER_118548,1,1,33
USER_167650,2,2,51
USER_012594,2,2,47
USER_195237,2,2,55
USER_030812,3,7,84
USER_158382,2,2,54
USER_039677,3,6,74
USER_040968,1,1,20
USER_027895,2,1,63
USER_153844,2,1,62
USER_183217,1,1,36
USER_034721,1,0,13
USER_069107,2,3,41
USER_013558,3,8,87
USER_142871,3,4,90
USER_082715,1,1,13
USER_077883,1,1,19
USER_085452,1,1,39
USER_107868,1,0,17
USER_139154,2,2,57
USER_117978,2,1,50
USER_142315,1,0,16
USER_036612,1,1,16
USER_001688,3,3,85
USER_178793,1,0,32
USER_052335,1,0,16
USER_172065,1,0,19
USER_050906,3,7,77
USER_130877,1,1,29
USER_018787,2,1,55
USER_065864,3,4,82
USER_061836,1,0,38
USER_173277,1,1,16
USER_104903,1,0,28
USER_021813,1,0,18
USER_144785,1,0,13
USER_028679,1,0,38
USER_184672,1,1,28
USER_064415,3,8,76
USER_064507,1,1,37
USER_010558,1,1,24
USER_000322,1,1,19
USER_127870,1,1,19
USER_166525,1,0,18
USER_101602,2,2,60
USER_017223,2,2,69
USER_072714,1,0,31
USER_014480,1,0,39
USER_061200,2,1,41
USER_065910,1,1,39
USER_105578,1,0,37
USER_155504,3,7,80
USER_147675,1,0,11
USER_016145,1,0,18
USER_004980,1,0,28
USER_044232,1,1,16
USER_039133,1,0,30
USER_110942,2,2,67
USER_034667,2,3,66
USER_068107,2,2,45
USER_195782,1,0,31
USER_012483,3,8,79
USER_054497,1,1,21
USER_084960,1,0,38
USER_070568,3,5,73
USER_089957,1,0,28
USER_147555,3,6,90
USER_089908,2,2,49
USER_176440,2,1,53
USER_008605,1,1,24
USER_075111,3,6,81
USER_048580,1,0,17
USER_111723,1,1,22
USER_157042,1,0,39
USER_122913,1,1,23
USER_165120,1,1,30
USER_048214,1,1,34
USER_074654,1,0,21
USER_022519,1,1,38
USER_198624,1,1,23
USER_017775,2,1,68
USER_063435,2,2,69
USER_005992,2,1,55
USER_043115,2,1,67
USER_179343,2,1,66
USER_153126,2,1,48
USER_101932,3,9,83
USER_126153,1,1,25
USER_162208,2,2,49
USER_097878,1,0,14
USER_102138,2,1,49
USER_139642,3,6,96
USER_030141,1,0,19
USER_059676,1,1,26
USER_019148,1,1,31
USER_104069,1,0,26
USER_108339,2,3,57
USER_023524,1,1,22
USER_094406,3,3,97
USER_070385,1,1,12
USER_002000,2,1,43
USER_077802,1,1,38
USER_077916,1,1,21
USER_100000,1,1,21
USER_092083,1,1,29
USER_075807,1,1,21
USER_141334,1,1,17
USER_183265,1,0,22
USER_141910,1,1,14
USER_021572,3,3,90
USER_042123,1,1,33
USER_199932,2,1,48
USER_082556,1,1,17
USER_064560,1,0,14
USER_180041,1,0,21
USER_025205,1,0,29
USER_068545,1,0,21
USER_019037,2,3,55
USER_049267,2,1,60
USER_147585,3,8,83
USER_126932,1,1,21
USER_001060,1,0,15
USER_000005,2,2,48
USER_129468,1,1,36
USER_180701,1,0,27
USER_025739,2,1,41
USER_085347,2,3,49
USER_014912,1,1,15
USER_187910,1,1,36
USER_047017,3,7,92
USER_054054,2,1,62
USER_199114,2,3,62
USER_162874,2,1,53
USER_189256,2,1,59
USER_125920,2,2,62
USER_128741,2,3,68
USER_044530,3,5,91
USER_163995,1,1,13
USER_180952,2,3,53
USER_166203,3,4,98
USER_081024,1,1,38
USER_027762,1,1,20
USER_067621,1,0,30
USER_028043,1,0,20
USER_040841,1,1,18
USER_147342,2,3,48
USER_096564,2,3,62
USER_003659,2,2,50
USER_051919,1,1,10
USER_193448,2,3,64
USER_037170,1,1,30
USER_075937,2,3,67
USER_142630,1,0,32
USER_095330,1,0,32
USER_177494,1,1,20
USER_131059,1,0,26
USER_112694,1,0,39
USER_083129,3,8,73
USER_053300,3,4,77
USER_127731,1,1,25
USER_158191,1,0,26
USER_015070,3,4,95
USER_191755,1,0,12
